BANKNIFTY,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
NIFTY_F1,20120102,10:55,4631,4632.35,4630.45,4632.35,21300
NIFTY_F1,20120102,10:56,4632.35,4637,4632.35,4636.85,42200
NIFTY_F1,20120102,10:57,4636.05,4636.8,4634.95,4636.5,35650
NIFTY_F1,20120102,10:58,4636.85,4637.5,4635.2,4635.5,34700
NIFTY_F1,20120102,10:59,4635.5,4635.5,4631,4631,18900
NIFTY_F1,20120102,11:00,4631.3,4631.35,4629.5,4630,14550
NIFTY_F1,20120102,11:01,4630,4630.2,4629,4630,10950
NIFTY_F1,20120102,11:02,4630.5,4630.5,4629.6,4630.05,2850
NIFTY_F1,20120102,11:03,4630.45,4633.65,4630.45,4632.65,10400
NIFTY_F1,20120102,11:04,4633,4633,4630.5,4630.6,6300
NIFTY_F1,20120102,11:05,4630.9,4631,4627.05,4627.05,10350
NIFTY_F1,20120102,11:06,4627.05,4629.4,4627,4629,8850
NIFTY_F1,20120102,11:07,4629.4,4633,4629,4633,15200
NIFTY_F1,20120102,11:08,4633.65,4636,4633.65,4634.25,21900
NIFTY_F1,20120102,11:09,4635,4635.05,4634,4634.35,11750
NIFTY_F1,20120102,11:10,4634,4634.5,4631,4632,17550
NIFTY_F1,20120102,11:11,4631.2,4632.4,4631,4631.2,4950
NIFTY_F1,20120102,11:12,4630.95,4633.85,4630.55,4633.85,10250
NIFTY_F1,20120102,11:13,4633.85,4634.95,4632.05,4632.05,11050
NIFTY_F1,20120102,11:14,4632.05,4636.75,4632,4635,21350
NIFTY_F1,20120102,11:15,4635.15,4635.75,4628.7,4629,30950
NIFTY_F1,20120102,11:16,4629,4631.25,4628,4631.25,9500
NIFTY_F1,20120102,11:17,4630.25,4630.95,4629,4629.15,8200
NIFTY_F1,20120102,11:18,4629.15,4630,4629,4629,5900
NIFTY_F1,20120102,11:19,4629,4629,4625,4625,21200
NIFTY_F1,20120102,11:20,4624.05,4625,4621,4622,35500
NIFTY_F1,20120102,11:21,4620.95,4623,4619.8,4622.6,34700
NIFTY_F1,20120102,11:22,4623,4624,4622,4622.5,9400
NIFTY_F1,20120102,11:23,4622,4625.6,4621.65,4624,15400
NIFTY_F1,20120102,11:24,4625,4626.5,4624,4624,7500
NIFTY_F1,20120102,11:25,4623.75,4625.05,4623,4623.25,12950
NIFTY_F1,20120102,11:26,4623.25,4623.85,4620.35,4621,17800
NIFTY_F1,20120102,11:27,4620.6,4623.7,4618.7,4623.5,32600
NIFTY_F1,20120102,11:28,4623.8,4626.45,4623.05,4626.05,14800
NIFTY_F1,20120102,11:29,4626,4627.05,4625,4626.85,8500
NIFTY_F1,20120102,11:30,4626,4626,4623.3,4624.2,5250
NIFTY_F1,20120102,11:31,4623.45,4625.45,4623,4625.45,3050
NIFTY_F1,20120102,11:32,4625.05,4625.05,4620.35,4621.1,16950
NIFTY_F1,20120102,11:33,4623,4624,4621.55,4624,6250
NIFTY_F1,20120102,11:34,4625,4625,4619.5,4620,20400
NIFTY_F1,20120102,11:35,4620.95,4621.05,4611.6,4615.1,259700
NIFTY_F1,20120102,11:36,4616.3,4617,4613.5,4613.9,52700
NIFTY_F1,20120102,11:37,4613.95,4615,4612.15,4613.6,59950
NIFTY_F1,20120102,11:38,4614,4615.85,4613.2,4615.85,46750
NIFTY_F1,20120102,11:39,4615.45,4619.35,4615.45,4617,43600
NIFTY_F1,20120102,11:40,4616.5,4618.3,4615.1,4617.5,14050
NIFTY_F1,20120102,11:41,4617.5,4619.95,4617,4617,14450
NIFTY_F1,20120102,11:42,4616.9,4617.75,4615.3,4617,11150
NIFTY_F1,20120102,11:43,4616.4,4616.6,4615,4615.1,9250
NIFTY_F1,20120102,11:44,4615.2,4616,4614.4,4615,12250
NIFTY_F1,20120102,11:45,4614.5,4616,4614.15,4616,16000
NIFTY_F1,20120102,11:46,4615.5,4616,4613.2,4613.25,15850
NIFTY_F1,20120102,11:47,4613.55,4613.95,4607.35,4607.5,128550
NIFTY_F1,20120102,11:48,4607.9,4608.5,4606.2,4607,127450
NIFTY_F1,20120102,11:49,4607,4610,4605.2,4609.9,85650
NIFTY_F1,20120102,11:50,4609.7,4610.95,4609.05,4609.5,36600
NIFTY_F1,20120102,11:51,4609.15,4609.9,4608,4608.15,22650
NIFTY_F1,20120102,11:52,4609,4610.5,4607.1,4607.9,29400
NIFTY_F1,20120102,11:53,4607.2,4607.2,4602.55,4605,100900
NIFTY_F1,20120102,11:54,4604,4607.7,4603,4607.7,30200
NIFTY_F1,20120102,11:55,4607.7,4610,4607.7,4609,26550
NIFTY_F1,20120102,11:56,4609.9,4609.9,4607,4607.7,20450
NIFTY_F1,20120102,11:57,4607.75,4607.8,4605,4605,30150
NIFTY_F1,20120102,11:58,4605.1,4607,4604.1,4606.95,22250
NIFTY_F1,20120102,11:59,4606.9,4606.95,4605.6,4606.95,16850
NIFTY_F1,20120102,12:00,4606.95,4607.5,4605.1,4607.25,11300
NIFTY_F1,20120102,12:01,4607.25,4609.8,4607.05,4608.95,22050
NIFTY_F1,20120102,12:02,4609,4610,4607.5,4609.7,8700
NIFTY_F1,20120102,12:03,4610,4611.8,4609.1,4611.1,25700
NIFTY_F1,20120102,12:04,4611.1,4612.65,4610,4610.2,25850
NIFTY_F1,20120102,12:05,4610,4610.8,4608.35,4609.8,6450
NIFTY_F1,20120102,12:06,4609.95,4610.25,4608.5,4610,7500
NIFTY_F1,20120102,12:07,4609.95,4610.8,4609.05,4610.65,6000
NIFTY_F1,20120102,12:08,4610.15,4611,4610,4611,16950
NIFTY_F1,20120102,12:09,4611,4611.95,4610,4610,12200
NIFTY_F1,20120102,12:10,4610.5,4610.5,4608.1,4609.5,9700
NIFTY_F1,20120102,12:11,4608.5,4609.4,4606.95,4606.95,10950
NIFTY_F1,20120102,12:12,4606.5,4606.5,4605.2,4606.4,15100
NIFTY_F1,20120102,12:13,4606.4,4608,4606.1,4607.1,10300
NIFTY_F1,20120102,12:14,4607.2,4607.95,4604.95,4605,22150
NIFTY_F1,20120102,12:15,4604.4,4605,4601.1,4601.1,68100
NIFTY_F1,20120102,12:16,4601.05,4603,4598.35,4600.1,177800
NIFTY_F1,20120102,12:17,4600.35,4600.65,4597.7,4599,113750
NIFTY_F1,20120102,12:18,4599.3,4600.35,4597.6,4599.05,66350
NIFTY_F1,20120102,12:19,4598.25,4599.8,4592.4,4592.4,160100
NIFTY_F1,20120102,12:20,4593.85,4597.3,4592.5,4597,56850
NIFTY_F1,20120102,12:21,4597.6,4599.7,4596.4,4599.65,22000
NIFTY_F1,20120102,12:22,4599.5,4602.4,4599,4601.8,39350
NIFTY_F1,20120102,12:23,4601.7,4603,4600.45,4601.1,28450
NIFTY_F1,20120102,12:24,4601.5,4603.65,4600.7,4603.6,18350
NIFTY_F1,20120102,12:25,4603,4603.05,4601,4601,22000
NIFTY_F1,20120102,12:26,4601,4602.15,4599.6,4599.6,17550
NIFTY_F1,20120102,12:27,4599,4603,4598.35,4603,18200
NIFTY_F1,20120102,12:28,4603.25,4605,4602.95,4603.7,32750
NIFTY_F1,20120102,12:29,4603,4604.9,4603,4604.9,12650
NIFTY_F1,20120102,12:30,4604.9,4605,4603.2,4604.15,15550
NIFTY_F1,20120102,12:31,4604.95,4608.7,4604.15,4608,44950
NIFTY_F1,20120102,12:32,4608.4,4608.5,4606.2,4606.95,21150
NIFTY_F1,20120102,12:33,4607,4608,4606.2,4608,13700
NIFTY_F1,20120102,12:34,4608,4608,4606.95,4607.4,6750
NIFTY_F1,20120102,12:35,4606.95,4608.3,4606.35,4607.3,9150
NIFTY_F1,20120102,12:36,4607.25,4607.9,4605.6,4605.65,39900
NIFTY_F1,20120102,12:37,4606,4606.45,4605.5,4605.85,27450
NIFTY_F1,20120102,12:38,4605.3,4605.7,4603.25,4603.65,16550
NIFTY_F1,20120102,12:39,4603.65,4604.55,4602.5,4602.6,11050
NIFTY_F1,20120102,12:40,4603.2,4604,4602.7,4603.95,11750
NIFTY_F1,20120102,12:41,4603.95,4605,4602.9,4605,6100
NIFTY_F1,20120102,12:42,4605,4607.5,4605,4607,8950
NIFTY_F1,20120102,12:43,4607,4609,4607,4609,16350
NIFTY_F1,20120102,12:44,4609,4610.3,4609,4610,37400
NIFTY_F1,20120102,12:45,4609.9,4610.4,4609,4609,11850
NIFTY_F1,20120102,12:46,4609.2,4609.7,4603.1,4603.3,37050
NIFTY_F1,20120102,12:47,4603.5,4605.45,4603.45,4604.95,17050
NIFTY_F1,20120102,12:48,4604.8,4604.8,4601,4604.65,21050
NIFTY_F1,20120102,12:49,4604.5,4605.6,4604,4605.6,12650
NIFTY_F1,20120102,12:50,4605.6,4609.3,4605,4608.9,11300
NIFTY_F1,20120102,12:51,4608.9,4609.3,4607,4608.35,8550
NIFTY_F1,20120102,12:52,4609,4610.7,4608.55,4610.7,27500
NIFTY_F1,20120102,12:53,4611.95,4612,4609.65,4611,16850
NIFTY_F1,20120102,12:54,4609.65,4611.95,4609.65,4611.95,9150
NIFTY_F1,20120102,12:55,4612,4616,4611.9,4614.1,60900
NIFTY_F1,20120102,12:56,4615,4618.4,4614.95,4617.45,69550
NIFTY_F1,20120102,12:57,4617,4617,4614.6,4615.8,34700
NIFTY_F1,20120102,12:58,4616,4617,4615,4615.85,15000
NIFTY_F1,20120102,12:59,4615.4,4616.15,4615.1,4616,9800
NIFTY_F1,20120102,13:00,4615.95,4618.7,4615.5,4618.7,16600
NIFTY_F1,20120102,13:01,4618.3,4619.8,4618.3,4619,26800
NIFTY_F1,20120102,13:02,4619,4619.9,4618.1,4619.85,21700
NIFTY_F1,20120102,13:03,4619.1,4621.9,4619,4621.7,44500
NIFTY_F1,20120102,13:04,4621.1,4624.85,4621,4623,66000
NIFTY_F1,20120102,13:05,4623,4623,4620,4620,57550
NIFTY_F1,20120102,13:06,4620.9,4621.5,4620,4620,36400
NIFTY_F1,20120102,13:07,4620,4620.55,4617.3,4619,38050
NIFTY_F1,20120102,13:08,4619,4620,4618.05,4618.45,15500
NIFTY_F1,20120102,13:09,4618.15,4629,4618.15,4629,127550
NIFTY_F1,20120102,13:10,4628.6,4629.6,4625.15,4627.1,77700
NIFTY_F1,20120102,13:11,4627.1,4627.1,4624,4625.35,57300
NIFTY_F1,20120102,13:12,4626,4628.05,4625.3,4627.65,30800
NIFTY_F1,20120102,13:13,4628.35,4632.3,4628.05,4632,96800
NIFTY_F1,20120102,13:14,4632,4632,4630.1,4630.15,55050
NIFTY_F1,20120102,13:15,4630.4,4630.95,4628.2,4628.2,52350
NIFTY_F1,20120102,13:16,4628.2,4632,4628,4631.4,33300
NIFTY_F1,20120102,13:17,4632,4636.7,4632,4636.5,91400
NIFTY_F1,20120102,13:18,4636.8,4637,4632,4632.1,68300
NIFTY_F1,20120102,13:19,4632,4632,4628.15,4629,43200
NIFTY_F1,20120102,13:20,4629,4632,4628.15,4631.2,18850
NIFTY_F1,20120102,13:21,4631.2,4633.5,4630.15,4630.25,28300
NIFTY_F1,20120102,13:22,4630.1,4630.65,4628,4628.05,31100
NIFTY_F1,20120102,13:23,4628.05,4628.65,4626.1,4626.25,34450
NIFTY_F1,20120102,13:24,4626.1,4628.85,4625.25,4626.6,44000
NIFTY_F1,20120102,13:25,4627,4628,4627,4627.9,14750
NIFTY_F1,20120102,13:26,4627.5,4627.95,4622.55,4622.55,38550
NIFTY_F1,20120102,13:27,4622.55,4623,4621.3,4622,40600
NIFTY_F1,20120102,13:28,4621.9,4622.35,4620.5,4622,31200
NIFTY_F1,20120102,13:29,4622,4623.9,4621.75,4621.75,13100
NIFTY_F1,20120102,13:30,4621.75,4621.75,4617.3,4618,47900
NIFTY_F1,20120102,13:31,4618.5,4624.15,4618,4623,22550
NIFTY_F1,20120102,13:32,4622.7,4623.85,4620.85,4623.8,17050
NIFTY_F1,20120102,13:33,4623.75,4624.85,4618.15,4618.15,28200
NIFTY_F1,20120102,13:34,4620,4621.7,4618.5,4621.45,17300
NIFTY_F1,20120102,13:35,4621,4623.5,4620,4622.25,15550
NIFTY_F1,20120102,13:36,4623.35,4628,4623.2,4627.8,29150
NIFTY_F1,20120102,13:37,4627,4628,4624.2,4624.9,36100
NIFTY_F1,20120102,13:38,4625,4630.5,4624.5,4630.5,32650
NIFTY_F1,20120102,13:39,4631,4636.95,4631,4632.35,113500
NIFTY_F1,20120102,13:40,4632.35,4644.7,4631.3,4642,246300
NIFTY_F1,20120102,13:41,4642,4642,4640,4640.3,89300
NIFTY_F1,20120102,13:42,4640,4640,4636.5,4636.5,50150
NIFTY_F1,20120102,13:43,4637,4638,4635.2,4636.55,25100
NIFTY_F1,20120102,13:44,4636.9,4637.85,4633.55,4633.55,43750
NIFTY_F1,20120102,13:45,4634.55,4635.15,4631,4632,29950
NIFTY_F1,20120102,13:46,4632,4635.45,4632,4632.15,15050
NIFTY_F1,20120102,13:47,4633,4635,4632,4632.05,11450
NIFTY_F1,20120102,13:48,4633,4634,4631.45,4631.45,16800
NIFTY_F1,20120102,13:49,4631,4631,4625,4625.05,51050
NIFTY_F1,20120102,13:50,4625.3,4626.75,4622.2,4626,37600
NIFTY_F1,20120102,13:51,4626,4628,4625.4,4627.7,14000
NIFTY_F1,20120102,13:52,4627.3,4628.9,4625.3,4627,11250
NIFTY_F1,20120102,13:53,4626.95,4628,4625.5,4627.75,5750
NIFTY_F1,20120102,13:54,4627,4628,4627,4627.95,3400
NIFTY_F1,20120102,13:55,4628,4629,4627.5,4628.9,9350
NIFTY_F1,20120102,13:56,4629,4631,4628.7,4631,15000
NIFTY_F1,20120102,13:57,4632,4633,4631.15,4632.8,11250
NIFTY_F1,20120102,13:58,4632.45,4637,4632.05,4633.8,59100
NIFTY_F1,20120102,13:59,4633.85,4633.85,4628.95,4629,15000
NIFTY_F1,20120102,14:00,4628.7,4630,4627.3,4630,14300
NIFTY_F1,20120102,14:01,4630,4634.8,4629.45,4634.7,13150
NIFTY_F1,20120102,14:02,4634.85,4635,4631.3,4633.5,29800
NIFTY_F1,20120102,14:03,4634,4634.35,4633,4633.1,10600
NIFTY_F1,20120102,14:04,4633.1,4633.1,4628.2,4630,18150
NIFTY_F1,20120102,14:05,4628.5,4630,4627.7,4628,9600
NIFTY_F1,20120102,14:06,4628,4630,4628,4629.9,10200
NIFTY_F1,20120102,14:07,4629.25,4632,4629.25,4630.9,12550
NIFTY_F1,20120102,14:08,4631.8,4631.8,4626.35,4626.35,15150
NIFTY_F1,20120102,14:09,4626.2,4627.6,4625.25,4626.3,26250
NIFTY_F1,20120102,14:10,4626.75,4627.4,4625,4625,10350
NIFTY_F1,20120102,14:11,4625,4625,4620.45,4621,47350
NIFTY_F1,20120102,14:12,4620.25,4621,4608.3,4612,229550
NIFTY_F1,20120102,14:13,4611.9,4612.55,4608.4,4611.2,93200
NIFTY_F1,20120102,14:14,4611.5,4615.75,4611.45,4614.75,56600
NIFTY_F1,20120102,14:15,4614.75,4615,4611.05,4611.6,25950
NIFTY_F1,20120102,14:16,4612.75,4615,4610.6,4614.3,28650
NIFTY_F1,20120102,14:17,4615,4618.85,4614.45,4617,46550
NIFTY_F1,20120102,14:18,4617,4618,4615.55,4616.7,26300
NIFTY_F1,20120102,14:19,4616.7,4621.85,4616,4620.6,34100
NIFTY_F1,20120102,14:20,4621.75,4621.75,4618.25,4618.25,24000
NIFTY_F1,20120102,14:21,4618.1,4621.9,4618.05,4621.7,19600
NIFTY_F1,20120102,14:22,4621.9,4626.9,4621,4626.9,34200
NIFTY_F1,20120102,14:23,4626.9,4632.65,4626.8,4628.9,104250
NIFTY_F1,20120102,14:24,4628.9,4629.7,4626.15,4627.05,27400
NIFTY_F1,20120102,14:25,4627.25,4632.5,4626.2,4631,31300
NIFTY_F1,20120102,14:26,4631,4640.1,4630.35,4637,134400
NIFTY_F1,20120102,14:27,4637.8,4643.7,4637.15,4643,88200
NIFTY_F1,20120102,14:28,4642.1,4642.6,4637,4639.6,49750
NIFTY_F1,20120102,14:29,4638.75,4639.65,4635,4635.2,36400
NIFTY_F1,20120102,14:30,4635.05,4635.2,4630.3,4632,34300
NIFTY_F1,20120102,14:31,4632,4640,4632,4639,46100
NIFTY_F1,20120102,14:32,4639,4639,4634.15,4634.15,33550
NIFTY_F1,20120102,14:33,4635.6,4639,4633.1,4636,17550
NIFTY_F1,20120102,14:34,4635.05,4636.1,4630.1,4636,29700
NIFTY_F1,20120102,14:35,4636,4639,4633,4638,25000
NIFTY_F1,20120102,14:36,4638,4638,4634,4635,16450
NIFTY_F1,20120102,14:37,4635.2,4636.5,4632.15,4634,13550
NIFTY_F1,20120102,14:38,4634.75,4634.85,4632.05,4632.2,13850
NIFTY_F1,20120102,14:39,4632.05,4636.4,4631.6,4636,31300
NIFTY_F1,20120102,14:40,4636.25,4636.3,4634.05,4635.45,10400
NIFTY_F1,20120102,14:41,4635,4638.4,4635,4637.4,32400
NIFTY_F1,20120102,14:42,4637.4,4642.65,4637.4,4642,81950
NIFTY_F1,20120102,14:43,4642,4643.7,4641,4643,57250
NIFTY_F1,20120102,14:44,4643,4648.9,4643,4647.05,137400
NIFTY_F1,20120102,14:45,4646.5,4647.1,4644.05,4644.55,65700
NIFTY_F1,20120102,14:46,4644.65,4646,4644.15,4644.15,51450
NIFTY_F1,20120102,14:47,4644.5,4644.5,4640,4640,60450
NIFTY_F1,20120102,14:48,4639.95,4640.8,4639,4640.15,46950
NIFTY_F1,20120102,14:49,4640.15,4653.55,4640.15,4649.55,145600
NIFTY_F1,20120102,14:50,4649,4653.35,4647,4650.8,78250
NIFTY_F1,20120102,14:51,4650.05,4654,4648.8,4649.2,52350
NIFTY_F1,20120102,14:52,4648.35,4649,4645.15,4645.15,28350
NIFTY_F1,20120102,14:53,4645.25,4645.25,4640.1,4644,48350
NIFTY_F1,20120102,14:54,4643.95,4644.1,4640.1,4640.45,36350
NIFTY_F1,20120102,14:55,4640.45,4646.7,4640.15,4645.85,23450
NIFTY_F1,20120102,14:56,4646,4646.65,4640.55,4644,42750
NIFTY_F1,20120102,14:57,4643.3,4644.7,4640.05,4641.95,29950
NIFTY_F1,20120102,14:58,4641.35,4648.3,4641,4648.3,36400
NIFTY_F1,20120102,14:59,4648.5,4651,4645.75,4647.1,42800
NIFTY_F1,20120102,15:00,4647.55,4651.3,4647,4648.7,44300
NIFTY_F1,20120102,15:01,4648.8,4649.3,4643.85,4644,26750
NIFTY_F1,20120102,15:02,4643.15,4648.4,4643.15,4648.25,27700
NIFTY_F1,20120102,15:03,4648.25,4649.4,4645.4,4647.15,18250
NIFTY_F1,20120102,15:04,4647.25,4652.8,4646.4,4646.4,45050
NIFTY_F1,20120102,15:05,4647,4648.35,4641.2,4641.75,40300
NIFTY_F1,20120102,15:06,4641.75,4648,4641.75,4647.7,31200
NIFTY_F1,20120102,15:07,4647.7,4649.4,4646.5,4647,25450
NIFTY_F1,20120102,15:08,4647,4647.35,4643.7,4644.95,18800
NIFTY_F1,20120102,15:09,4644.9,4648,4644.25,4645.2,18850
NIFTY_F1,20120102,15:10,4646,4646,4643.1,4645.55,20400
NIFTY_F1,20120102,15:11,4645.15,4647,4644.15,4644.15,18550
NIFTY_F1,20120102,15:12,4644.15,4646,4641.6,4642,47450
NIFTY_F1,20120102,15:13,4640.6,4642.85,4639.1,4641.4,61100
NIFTY_F1,20120102,15:14,4641,4642.35,4640.2,4641.95,17750
NIFTY_F1,20120102,15:15,4641.5,4645,4641.5,4643.5,31250
NIFTY_F1,20120102,15:16,4644.05,4646,4643.15,4645,45950
NIFTY_F1,20120102,15:17,4644.2,4647,4644,4646.5,42800
NIFTY_F1,20120102,15:18,4646.5,4649.4,4646.05,4649.4,59050
NIFTY_F1,20120102,15:19,4648.4,4650.9,4648,4648.3,77900
NIFTY_F1,20120102,15:20,4648.05,4652,4648.05,4650,71800
NIFTY_F1,20120102,15:21,4649.25,4651.1,4649,4650,57250
NIFTY_F1,20120102,15:22,4650.8,4654.55,4650,4652,104400
NIFTY_F1,20120102,15:23,4652,4654.65,4650.55,4650.6,76750
NIFTY_F1,20120102,15:24,4651.1,4652,4649.05,4650.15,75850
NIFTY_F1,20120102,15:25,4650.1,4650.15,4646.9,4647,93900
NIFTY_F1,20120102,15:26,4646.4,4647.8,4646,4646.3,90000
